date,title,where,link
2020.02.06.,"[뉴욕증시] 다우지수 또 최고치 신기록, 블룸버그 경고 중국 국가부도 디폴트, 신종 코로나바이러스 코스피 코스닥 환율 비상",글로벌이코노믹,http://www.g-enews.com/ko-kr/news/article/news_all/2020020520325384934a01bf698f_1/article.html
2020.02.06.,(설명)21세기병원 방문 신종코로나바이러스 확진환자의 의료폐기물은 적정하게 처리하였음.,정책브리핑,http://www.korea.kr/news/pressReleaseView.do?newsId=156374453&call_from=naver_news
2020.02.06.,"""더 커지기 전에 막자""... 신종 코로나에 놀란 백화점들 '단체 휴점' 나서",녹색경제신문,http://www.greened.kr/news/articleView.html?idxno=235893
2020.02.06.,"""신종 코로나, 증상 느려도 전파력 강해…지역사회 확산 막아야""(종합)",뉴시스언론사,http://www.newsis.com/view/?id=NISX20200205_0000909716&cID=13001&pID=13000
2020.02.06.,"[TF초점] 코로나 위기속 통일부 ""협력 필요""...北 반응할까?",더팩트언론사,http://news.tf.co.kr/read/ptoday/1779423.htm
2020.02.06.,메르스때 덩치 키운 온라인쇼핑…신종코로나에 세 확장,이데일리,http://www.edaily.co.kr/news/newspath.asp?newsid=01174246625667896
2020.02.06.,[신종코로나] 17번환자 방문 이마트24 광나루·본죽 구리토평점 휴업,아주경제,https://www.ajunews.com/view/20200205164832817
2020.02.06.,신종 코로나바이러스의 모든 것,에스콰이어,http://www.esquirekorea.co.kr/article/44572
2020.02.06.,"김영록 전남도지사, ‘신종 코로나’ 확산 방지대책 마련 긴급 지시",위키트리,http://www.wikitree.co.kr/main/news_view.php?id=502861
2020.02.06.,"""신종코로나 2번 확진자 이어 1번도 '격리해제' 검토""",천지일보,http://www.newscj.com/news/articleView.html?idxno=705679
2020.02.06.,"""신종코로나 2번 확진자 이어 1번도 '격리해제' 검토""",천지일보,http://www.newscj.com/news/articleView.html?idxno=705679
2020.02.06.,[신종코로나] 17·19번환자 싱가포르 방문…‘모범환자’ 2번 퇴원,아주경제,https://www.ajunews.com/view/20200205221835950
2020.02.06.,신종 코로나바이러스의 모든 것,에스콰이어,http://www.esquirekorea.co.kr/article/44572
2020.02.06.,신종 코로나에 봉사신청 확 줄어… ‘밥퍼’ 비상,국민일보,http://news.kmib.co.kr/article/view.asp?arcid=0924121482&code=23111111&cp=nv
2020.02.06.,‘신종코로나 정보 안내’ 클릭하니 ‘마스크업체 주식 사라’ 스팸,중앙일보,https://news.joins.com/article/olink/23293529
2020.02.06.,[사설] 신종 코로나 이젠 지역사회 확산 막는 체제로 전환해야,매일경제,http://news.mk.co.kr/newsRead.php?no=120939&year=2020
2020.02.06.,"19번째 코로나 환자 발생, 확진 환자가 방문했던 곳에 갔다면?",여성경제신문,http://www.womaneconomy.kr/news/articleView.html?idxno=82671
2020.02.06.,"“당장 안 들어오면 페널티” 중국업체, 한국 협력사에 ‘코로나 갑질’",중앙일보,https://news.joins.com/article/olink/23293565
2020.02.06.,"‘코로나 캔슬’…한국판 CES 연기, LG전자는 세계최대 이통전시회 불참",중앙일보,https://news.joins.com/article/olink/23293562
2020.02.06.,한교총 “신종 코로나와 사투 벌이는 의료진에게 감사”,국민일보,http://news.kmib.co.kr/article/view.asp?arcid=0924121450&code=23111113&cp=nv
2020.02.06.,"‘코로나 캔슬’…한국판 CES 연기, LG전자는 세계최대 이통전시회 불참",중앙일보,https://news.joins.com/article/olink/23293562
2020.02.06.,“16번환자 코로나 의심돼 보건소 문의했지만 퇴짜”,중앙일보,https://news.joins.com/article/olink/23293568
2020.02.06.,국내서도 신종 코로나 바이러스 분리 성공,국제신문,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0300&key=20200206.22005001869
2020.02.06.,"신종코로나, 일상 속 예방법은?",쿠키뉴스,http://www.kukinews.com/news/article.html?no=745374
2020.02.06.,‘신종 코로나’ 지역경제 충격 줄여야,강원도민일보,http://www.kado.net/?mod=news&act=articleView&idxno=1008941
2020.02.06.,[횡성]코로나 시국 횡성군체육회 해외견학 논란,강원도민일보,http://www.kado.net/?mod=news&act=articleView&idxno=1009000
2020.02.06.,[영월]영월군 신종 코로나바이러스 방역 총력,강원도민일보,http://www.kado.net/?mod=news&act=articleView&idxno=1008990
2020.02.06.,[화천]화천소방서 코로나 감염관리 점검,강원도민일보,http://www.kado.net/?mod=news&act=articleView&idxno=1008972
2020.02.06.,[영월]쌍용양회 영월공장 코로나 예방 소독제 비치,강원도민일보,http://www.kado.net/?mod=news&act=articleView&idxno=1008984
